Luftforureningsdata: Tol
Enhed: µg/m³
År;Station;St.type;Middelværdi
2007;København/1257;Gade;7.60
2006;København/1103;Gade;6.30
2006;København/1257;Gade;7.90
2005;København/1257;Gade;11.20
2004;København/1257;Gade;16.10
2003;København/1257;Gade;16.60
2002;København/1257;Gade;15.90
2001;København/1257;Gade;15.40
2001;Odense/9155;Gade;12.20
2000;København/1257;Gade;16.60
2000;Odense/9155;Gade;9.10
1999;København/1257;Gade;23.10
1999;Odense/9155;Gade;15.10
