﻿Stedtype;StedID;Stedtekst;Referencer;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Teknisk anvisning;Dataejer;Link;Målested navn;Målested GeoZone;Målested, x-koordinat;Målested, y-koordinat;Prøvetagning;Prøve;Prøvetype;Delprøve;Analysefraktion;CASnr;ScKode;Stofparameter;Resultat-attribut;Resultat;Enhed;Detektionsgrænse LD;Kvantifikationsgrænse LQ;Kvalitetsmærke
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;11-12-2019;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b737c16e-9685-4063-acb3-bfa5e7e48a91;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;251;Nitrit+nitrat-N; =;31;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;26-09-2012;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e398d243-d71a-4c29-bdd5-452802b11b7c;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;256;Ortho-phosphat-P; =;0,014;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;25-03-2020;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/0ce1da92-b01e-4031-8678-5143e84ab27b;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;317;Kalium; =;2,3;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;06-01-2009;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/99878c09-cf8d-42b3-95eb-5505baf7d508;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;256;Ortho-phosphat-P; =;0,0073;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;05-10-1994;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/bd3f2a32-dfeb-466e-95e0-27e56a98e156;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;256;Ortho-phosphat-P; =;0,007;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;23-11-2016;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/e9815e1e-3cc8-4b7b-93ab-a37bfd025f49;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;297;Chlorid; =;11;mg/l;9999999;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;06-05-2008;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/0e42c52a-3738-43b3-9130-58b9b7e3070f;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;13;pH; =;7,21;pH;9999999;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;25-08-2010;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/600d35c6-8420-42e8-81cc-4909d1e27d99;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;261;Phosphor, total-P; =;0,008;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;21-08-1990;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d3fe1731-d37b-4ac8-945a-44dd7272b437;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;241;Ammoniak+ammonium-N; =;0,058;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;11-12-2001;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ff9cd920-cefd-418c-99b9-ca7fddc93308;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;335;Sulfat; =;18;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;25-05-2016;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/01368316-5b33-410f-aa43-c4d8e9865509;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;251;Nitrit+nitrat-N; =;7,3;mg/l;9999999;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;06-05-2021;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/286c95c2-a2cb-4f71-8810-d6273cf6b1b9;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;253;Nitrogen,total N; =;6,4;mg/l;0,02;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;01-04-2008;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2e9afad1-06e5-4a58-9fbf-f1b016407d97;Grøfthøj;32;612205,97;6109793,13;1;2;Blandingsprøve;1;Total;;251;Nitrit+nitrat-N; =;34;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;08-05-2024;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1fee980b-8c39-41db-af7d-96f82369e378;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;261;Phosphor, total-P; =;0,0098;mg/l;0,003;0,003;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;13-02-2019;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9d5fa008-7aef-4131-a8a4-3ee58437a36f;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;256;Ortho-phosphat-P; =;0,006;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;23-07-2014;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a383b546-7157-4ba8-94bf-261e8162d55b;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;253;Nitrogen,total N; =;8,2;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;02-04-1992;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/feb92937-159a-45b0-a887-f146f5cb90e9;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;251;Nitrit+nitrat-N; =;30,4;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;11-02-2003;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/33dac712-57a4-4f58-91f2-7f57b00d6452;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;253;Nitrogen,total N; =;7,3;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;24-11-2010;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/edbaa7b4-29a7-4aba-ad6b-98116da56d43;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;13;pH; =;7,25;pH;9999999;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;15-04-2008;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/4d0e11ee-a91b-45fc-b061-bf157cbc2949;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;13;pH; =;7,4;pH;9999999;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;29-06-1995;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1e2a2e14-08a3-4d09-bbf2-a668bfa3293d;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;256;Ortho-phosphat-P; =;0,005;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;23-12-2014;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/288cc7d8-5082-4937-9e62-1a26c79b353a;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;242;Ammonium-N;<;0,005;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;22-01-2002;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ae217a0a-f6fe-4805-be07-d82ada1afc9e;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;251;Nitrit+nitrat-N; =;22;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;19-05-2010;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ac653aba-d03d-42d0-86da-43e2a0a1b06e;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;256;Ortho-phosphat-P; =;0,0093;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;22-06-2016;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/db799215-07b8-43da-aa7e-37e300470bec;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;251;Nitrit+nitrat-N; =;8;mg/l;9999999;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;13-11-2013;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5c65735-582c-44cb-8493-33423c58e599;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;242;Ammonium-N;<;0,005;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;08-04-2015;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/805d87a0-a713-47ae-9bc0-88cd12299910;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;256;Ortho-phosphat-P; =;0,012;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;03-03-1998;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/4c04dc64-cc73-46e0-ac20-e5928a1cfb8a;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;13;pH; =;7,01;pH;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;08-12-1994;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/af0df7d4-9365-427d-be95-a06eff2e26ff;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;53;Alkalinitet,total TA; =;2,6393;mmol/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;20-11-1991;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a8ecc94b-413f-4fb8-aefd-ec7c642547fa;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;53;Alkalinitet,total TA; =;1,623;mmol/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;13-03-2007;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/aef2a2dc-51c6-4a5b-9dba-f24743ab36c5;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;251;Nitrit+nitrat-N; =;16,4;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;10-02-2016;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/42e73ca3-4410-46d3-adb2-68ae0a77353c;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;261;Phosphor, total-P; =;0,01;mg/l;9999999;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;15-02-2005;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2b8c5541-d449-439d-a2ec-1d949e865277;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;241;Ammoniak+ammonium-N; =;0,003;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;29-09-1994;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7277a349-5d26-43ac-9d64-7841646c9e81;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;253;Nitrogen,total N; =;16,3;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;24-01-2018;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/23e762c4-a793-4152-a8b4-085ca81c6a9c;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;253;Nitrogen,total N; =;10;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;27-02-1991;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/41abeb8a-5827-4c73-a4ab-fdecc3218e0a;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;13;pH; =;7,52;pH;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;27-01-2004;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d236eac3-efe6-4da1-ba45-a30097520b53;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;256;Ortho-phosphat-P; =;0,0094;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;20-12-2005;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a93f0120-2856-4136-973b-a83ac2ff6c47;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;5;Konduktivitet; =;43;mS/m;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;21-02-2006;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/51bca3ea-2550-4700-a090-38dd9a0a7851;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;13;pH; =;7,68;pH;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;22-01-2008;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/17bfea9f-b7b4-4ed9-8f70-4a16c83fb6fc;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;261;Phosphor, total-P; =;0,009;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;04-05-2023;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/44bdfcce-fd6f-46ab-9de9-4fa10ee57f43;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;261;Phosphor, total-P; =;0,01;mg/l;0,003;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;03-03-2010;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f3a0a249-0809-44f2-a071-6967dc1c3432;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;317;Kalium; =;0,9;mg/l;9999999;;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;22-04-1992;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/2ea1ef29-26fb-4ad4-8237-1d625710ed04;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;335;Sulfat; =;35;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;14-03-2024;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1d0b1622-5e77-4143-a684-63ff1fdf1535;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;253;Nitrogen,total N; =;7,2;mg/l;0,02;0,02;2
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;22-12-1997;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/956edd17-8074-4f0d-9fc2-24fab548aa43;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;13;pH; =;7,36;pH;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;05-04-1995;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b7e89f2c-85e4-4bea-a91a-2d05e89b73eb;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;256;Ortho-phosphat-P; =;0,007;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;05-04-1995;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b7e89f2c-85e4-4bea-a91a-2d05e89b73eb;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;241;Ammoniak+ammonium-N; =;0,016;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;05-05-2010;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b32e10fd-8e74-4bfc-b65f-4b090a663c81;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;242;Ammonium-N; =;0,022;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;03-10-2012;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/83e05570-9a87-4c1c-b708-7acbb157bdb6;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;261;Phosphor, total-P; =;0,014;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;28-05-2014;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/dbe6f08d-bc86-424d-b106-a1de7279dc9d;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;261;Phosphor, total-P; =;0,013;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;25-02-1997;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/4c94130a-1617-4132-a136-01067aa1c25e;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;251;Nitrit+nitrat-N; =;16,8;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;07-11-2012;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1809d1cf-6284-4a82-a115-f22c2b24c201;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;242;Ammonium-N; =;0,008;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;04-12-1991;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/32a0d2c8-de3c-4c27-9570-789f6bda7136;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;13;pH; =;7,37;pH;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;10-03-1993;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/49536842-17ee-4d10-9a3f-441082216a74;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;13;pH; =;7,46;pH;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;11-02-2009;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/8e8dc4d5-8a54-4812-bd70-3d0195f4a767;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;253;Nitrogen,total N; =;37;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;29-04-2020;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/991114c3-6e69-4b06-b2d0-048290c369e5;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Opløst - filtrat fra filtrering;;261;Phosphor, total-P; =;0,006;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;26-01-2011;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/252669f2-a41d-4591-8daa-1905ef4bbdb3;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;251;Nitrit+nitrat-N; =;22;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;30-10-2013;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/96a38d1d-d953-417e-b7b1-140f6df56cdd;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;251;Nitrit+nitrat-N; =;10;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;25-08-2010;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/600d35c6-8420-42e8-81cc-4909d1e27d99;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Total;;251;Nitrit+nitrat-N; =;34;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;06-02-2001;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/02eceeb1-3ad5-4712-94bd-a36892288582;Grøfthøj;32;612205,97;6109793,13;1;1;Blandingsprøve;1;Ej oplyst;;241;Ammoniak+ammonium-N; =;0,0092;mg/l;9999999;;3
Station;40906;Grøfthøj;4.06.01.00;32;612205,97;6109793,13;Svendborg;Region Syddanmark;Jordvand;Loop 4, Lillebæk;24-11-1993;1;Vandkemi, Jordvand;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/14656190-42e2-49b4-bef8-80803377c78f;Celle 03 - grøn;32;612187,5;6109794,29;1;3;Enkeltprøve;1;Ej oplyst;;251;Nitrit+nitrat-N; =;10,9;mg/l;9999999;;2
