﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Type;Medie;Vandområde;Dataejer;Ansvarlig Myndighed;Link;Dato;Måling nr;Undersøgelsestype;Målested type;Målested navn;Målested GeoZone;Målested, x-koordinat;Målested, y-koordinat;Prøvetype;Status;Analysefraktion;CASnr;ScKode;Stofparameter;Resultat-attribut;Resultat;Enhed;Kvantifikationsgrænse;Detektionsgrænse;Kvalitetsmærke
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/36bb3e09-8982-4cb7-9a76-39f0661ee65c;23-10-2023;1894306313;;Indløb;ULSTRUP Tilløb;32;623472,3589946958;6177822,438981338;Tidsproportional prøve;Godkendt;Total;;174;BI5;;49;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/36bb3e09-8982-4cb7-9a76-39f0661ee65c;23-10-2023;1894306313;;Indløb;ULSTRUP Tilløb;32;623472,3589946958;6177822,438981338;Tidsproportional prøve;Godkendt;Total;;183;Kemisk iltforbrug;;160;mg/l;;5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/36bb3e09-8982-4cb7-9a76-39f0661ee65c;23-10-2023;1894306313;;Indløb;ULSTRUP Tilløb;32;623472,3589946958;6177822,438981338;Tidsproportional prøve;Godkendt;Total;;253;Nitrogen, total N;;22;mg/l;;0,05;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/f7c54ac4-252e-42bf-865f-5263dc7fb46b;23-05-2024;1022065309;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;176;BI5 modificeret ;;2,5;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/9ea34e93-f5ef-47e7-b780-7af19e0a508d;18-09-2023;2080840520;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;176;BI5 modificeret ;;2,8;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/4d080d6d-89b4-4db5-b70a-eb5972f78c5e;12-08-2024;1456988786;;Indløb;ULSTRUP Tilløb;32;623472,3589946958;6177822,438981338;Mængdeproportional prøve;Afventer kontrol;Total;;253;Nitrogen, total N;;17;mg/l;;0,05;1
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/37ffd96b-0620-492d-bf1f-e68076ce8bd1;09-07-2024;2027773195;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;32;Suspenderede stoffer;;2,5;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/42658f2d-e1fa-433b-9819-8c844ae495b6;12-06-2024;933425378;;Indløb;ULSTRUP Tilløb;32;623472,3589946958;6177822,438981338;Tidsproportional prøve;Godkendt;Total;;183;Kemisk iltforbrug;;89;mg/l;;5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/800a8829-3f3d-426b-ac13-55314d993d94;05-12-2023;834231362;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;32;Suspenderede stoffer;;9,1;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/cfd9d375-cbdc-4089-913a-a90405b5ddf7;23-10-2023;1362695175;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;183;Kemisk iltforbrug;;11;mg/l;;5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/08603935-6358-4369-8cdf-251da798cc56;22-11-2023;1917452622;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;253;Nitrogen, total N;;14;mg/l;;0,05;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/42658f2d-e1fa-433b-9819-8c844ae495b6;12-06-2024;933425378;;Indløb;ULSTRUP Tilløb;32;623472,3589946958;6177822,438981338;Tidsproportional prøve;Godkendt;Total;;261;Phosphor, total-P;;1,3;mg/l;;1;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/7875bf89-3139-4383-aaa1-2f06be2756c4;19-02-2024;735472597;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;176;BI5 modificeret ;;1,7;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/981c2e8a-d2f1-45d8-9f93-e27e186ff946;02-04-2024;502780142;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;32;Suspenderede stoffer;;5,9;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/0ad4cd5a-5d0e-4b39-b985-42a25550df95;18-03-2024;1909306288;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;176;BI5 modificeret ;;0,92;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/79689a95-a6e0-4f5b-810b-2a0df9496527;12-08-2024;715817847;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Afventer kontrol;Total;;261;Phosphor, total-P;;0,43;mg/l;;0,01;1
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/800a8829-3f3d-426b-ac13-55314d993d94;05-12-2023;834231362;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;253;Nitrogen, total N;;15;mg/l;;0,05;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/7875bf89-3139-4383-aaa1-2f06be2756c4;19-02-2024;735472597;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;32;Suspenderede stoffer;;4,6;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/449e22c5-0eeb-4891-beb9-fce7bb1988a2;05-12-2023;763762301;;Indløb;ULSTRUP Tilløb;32;623472,3589946958;6177822,438981338;Tidsproportional prøve;Godkendt;Total;;174;BI5;;44;mg/l;;0,5;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/7875bf89-3139-4383-aaa1-2f06be2756c4;19-02-2024;735472597;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;261;Phosphor, total-P;;0,15;mg/l;;0,01;2
Renseanlæg;550762CE-B7F1-4F70-8CB2-7AC8B1C58E9E;ULSTRUP;32;623472,3589946958;6177822,438981338;Kalundborg;Region Sjælland;Renseanlæg;Renseanlæg;Kalundborg Fjord;KALUNDBORG RENSEANLÆG A/S;Kalundborg kommune;https://puls.miljoeportal.dk/wwtps/550762ce-b7f1-4f70-8cb2-7ac8b1c58e9e/examination-details/f7c54ac4-252e-42bf-865f-5263dc7fb46b;23-05-2024;1022065309;;Udløb;ULSTRUP Afløb;32;623443,0000000827;6177723,999999399;Mængdeproportional prøve;Godkendt;Total;;32;Suspenderede stoffer;;6,6;mg/l;;0,5;2
